video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes
-CfJz6osUaQ,⚡ 해리 포터와 죽음의 성물™ Part I 인 콘서트 | 세종문화회관,"⚡ 해리 포터와 죽음의 성물™ Part I 인 콘서트

해리, 론, 그리고 헤르미온느는
볼드모트를 무너뜨릴 단 하나의 방법, 호크룩스™를 찾아내 파괴하기 위해 길을 떠납니다.
쫓기는 신세가 된 세 친구는 그 어느 때보다 서로 의지하며 앞으로 나아가야 하지만
어둠의 세력은 그들의 우정을 위협합니다.

오케스트라의 연주, 초대형 스크린과 함께 펼쳐지는
마지막 모험을 놓치지 마세요!

〈해리 포터와 죽음의 성물™ Part I 인 콘서트〉
 10.24(금)-10.26(일)
 세종문화회관 대극장


Harry, Ron and Hermione set out to track down and destroy the secret to Voldemort’s power – the Horcruxes™.
On their own and on the run, the three must rely on one another more than ever… but dark forces threaten to tear them apart.

Don’t miss the ultimate adventure—orchestra, giant screen, unforgettable finale!

〈Harry Potter and the Deathly Hallows™ Part I in Concert〉
October 24 (Fri) – October 26 (Sun)
Sejong Grand Theater


#세종문화회관 #해리포터 #해리포터필름콘서트 #필름콘서트 #Sejongcenter #HarryPotter #HarryPotterInConcert #FilmConcert
@CineConcertsLLC

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2025-08-28T08:40:10Z,68,1.13,False,106894,286,1,https://www.youtube.com/watch?v=-CfJz6osUaQ,36000,1010,PF257522,해리 포터와 죽음의 성물 Part 1 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2025-10-24,2025-10-26,,,
OpyGEo_-a_8,"존 윌리엄스, 해리 포터 OST｜John Williams, Harry Potter OST｜앤서니 가브리엘","#국립심포니오케스트라 #존윌리엄스 #해리포터 #harrypotter 

국립심포니오케스트라 존 윌리엄스 영화음악 콘서트
KNSO John Williams Cinema Concert (2024.3.23)

𝗣𝗥𝗢𝗚𝗥𝗔𝗠
존 윌리엄스, 해리 포터 OST John Williams, Harry Potter OST

해리 포터와 마법사의 돌 Harry Potter and the Philosopher's Stone
I. 헤드위그의 테마 Hedwig's Theme
II. 해리의 경이로운 세상 Harry's Wondrous World

해리 포터와 비밀의 방 Harry Potter and the Chamber of Secrets
I. 불사조 폭스 Fawkes the Phoenix

해리포터와 아즈카반의 죄수 Harry Potter and the Prisoner of Azkaban 
I. 마지 고모의 왈츠 Aunt Marge's Waltz


00:00 시작 
00:29 마법사의 돌 The Philosopher's Stone - 헤드위그의 테마 Hedwig's Theme
06:05 마법사의 돌 The Philosopher's Stone - 해리의 경이로운 세상 Harry's Wondrous World
11:20 비밀의 방 The Chamber of Secrets - 불사조 폭스 Fawkes the Phoenix
15:45 아즈카반의 죄수 the Prisoner of Azkaban - 마지 고모의 왈츠 Aunt Marge's Waltz


𝗔𝗥𝗧𝗜𝗦𝗧 
지휘 Conductor | 앤서니 가브리엘 Anthony Gabriele
연주 Orchestra | 국립심포니오케스트라 Korean National Symphony Orchestra

𝗜𝗡𝗙𝗢
공연명: 존 윌리엄스 영화음악 콘서트
일자: 2024. 3. 23. (토) 오후 5시
장소: 예술의전당 콘서트홀


👉 국립심포니오케스트라 바로가기 
- 홈페이지 https://bit.ly/3jOih2l 
- 인스타그램 https://url.kr/c5xtdn
- 페이스북 https://url.kr/4omrk1
- 카카오톡 친구 https://url.kr/n1wytg",UCoMo9mcWR5f_pPjdbacLaIw,국립심포니오케스트라,2024-11-18T08:15:27Z,1113,18.55,False,605314,14982,223,https://www.youtube.com/watch?v=OpyGEo_-a_8,49700,832,PF257522,해리 포터와 죽음의 성물 Part 1 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2025-10-24,2025-10-26,,,
9_zfIstG2E4,세종대극장을 가득 채운 마법의 시간!✨ 〈해리 포터와 죽음의 성물™ Part I 인 콘서트〉| 세종문화회관,"해리 포터와 죽음의 성물™ Part I 인 콘서트

🪄 〈해리 포터와 죽음의 성물™ Part I 인 콘서트〉
세종대극장을 가득 채운 마법의 시간!✨

호그와트 학생으로 찾아온 관객들부터⚡
페이스페인팅, 포토존, 굿즈존 등 다양한 이벤트까지!
공연장 곳곳이 해리 포터의 세계로 변신했어요🎩🧙‍♂️

현장의 열기와 여운이 그대로 전해지는 스케치로
모두의 마음속에 남은 진짜 ‘마법’을 느껴보세요🪄

 〈해리 포터와 죽음의 성물™ Part I 인 콘서트〉
📅 2025.10.24(금)-10.26(일)
📍 세종대극장

🪄 Harry Potter and the Deathly Hallows™ Part I in Concert
A truly magical time at the Sejong Grand Theater!✨

From fans dressed as Hogwarts students⚡
to face painting, photo zones, and a hall full of wizarding fun —
the entire venue transformed into the world of Harry Potter🎩🧙‍♂️

Feel the magic come alive once more through our event highlights🎥
Relive the spellbinding moments that enchanted every heart🪄

Harry Potter and the Deathly Hallows™ Part I in Concert
📅 October 24 (Fri) – October 26 (Sun), 2025
📍 Sejong Grand Theater

#세종문화회관 #해리포터 #해리포터필름콘서트 #필름콘서트 #SejongCenter #HarryPotter #HarryPotterFilmConcert #FilmConcert @CineConcerts


💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2025-11-13T06:22:27Z,64,1.07,False,994,14,0,https://www.youtube.com/watch?v=9_zfIstG2E4,36000,1010,PF257522,해리 포터와 죽음의 성물 Part 1 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2025-10-24,2025-10-26,,,
HrjxhK-T70M,해리포터 OST Hedwig's theme (Harry Potter) I SEOUL FESTA PHILHARMONIC ORCHESTRA,"Hedwig's theme🧙
해리포터 OST 


지브리 & 디즈니 OST FESTA 2025 전국투어💫

✅지휘 : 백윤학 지휘자
✅연주 : SEOUL FESTA PHILHARMONIC ORCHESTRA
✅예매 : 인터파크

AUDIO MIX & MASTER 🎧
: 김종오 (JK SOUND Ent.)
www.jksound.co.kr

🟡디즈니&픽사&블록버스터 영화음악 FESTA 2026 전국투어💫🟡
📌 10월 24일 (토) 3:00PM 성남아트센터
https://nol.yanolja.com/ticket/products/26007592
📌 11월 21일 (토) 3PM 대전예술의전당 아트홀
https://nol.yanolja.com/ticket/products/26008647

🟢지브리 & 디즈니 OST FESTA 2026 전국투어💫🟢
📌 6월 28일 (일) 2:00PM 성남아트센터 콘서트홀
https://nol.yanolja.com/ticket/places/17000762/products/26003666

📌 7월 17일 (금) 3:00PM 목포시민문화체육센터 대공연장
https://nol.yanolja.com/ticket/products/26006904

📌 7월 18일 (토) 5:00PM 아트센터인천
https://nol.yanolja.com/ticket/products/26006891

📌 8월 1일 (토) 3:00PM 당진예술의전당
https://nol.yanolja.com/ticket/products/26007162

📌 8월 2일 (일) 3:00PM 경주예술의전당
https://nol.yanolja.com/ticket/products/26006927

📌 8월 9일 (일) 1:30PM, 6PM 롯데콘서트홀
https://nol.yanolja.com/ticket/products/26006406

📌 8월 23일 (일) 2:00PM 대구수성아트피아
https://nol.yanolja.com/ticket/places/23000904/products/26004796

📌 8월 29일 (토) 2:00PM 부산콘서트홀
https://nol.yanolja.com/ticket/products/26005376",UCLFbkV6oY1_MVefD-yVfKXg,서울 페스타 필하모닉 오케스트라,2025-12-24T14:11:46Z,292,4.87,False,188149,2888,138,https://www.youtube.com/watch?v=HrjxhK-T70M,119000,104,PF257522,해리 포터와 죽음의 성물 Part 1 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2025-10-24,2025-10-26,,,
HJinlMWhNMg,해리 포터와 죽음의 성물™ Part 1 인 콘서트 | 세종문화회관,"해리의 여정, 그 마지막을 향한 일곱 번째 걸음이 시작됩니다.

✨ 시네콘서트가 선사하는 〈해리 포터와 죽음의 성물™ Part 1 인 콘서트〉가 드디어 세종문화회관에서 펼쳐집니다!

🧙  해리, 론, 헤르미온느가 맞이하는 숨 막히는 시련과 새로운 적들!
🎬초대형 스크린으로 상영되는 영화와 함께
🎻웅장한 라이브 심포니 오케스트라의 연주

그 어느 때보다 몰입감 넘치는 마법의 순간을 경험하세요.

 〈해리 포터와 죽음의 성물™ Part 1 인 콘서트〉
10.24(금)-10.26(일)
세종문화회관 대극장

Get ready to embark on the penultimate leg of Harry’s journey as  CineConcerts bring to the screen 
Harry Potter and the Deathly Hallows™ Part 1. 

Harry, Ron and Hermione face their latest set of challenges and foes both new and old as the seventh film comes to Sejong Center,
projected on a giant screen and accompanied by a live orchestra. Relive every harrowing moment with an experience you’ll never forget.

〈Harry Potter and the Deathly Hallows™ Part 1 in Concert〉
October 24 (Fri) – October 26 (Sun)
Sejong Grand Theater

#Sejongcenter #HarryPotterInConcert #세종문화회관 #해리포터필름콘서트
@CineConcerts

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2025-05-29T06:46:31Z,31,0.52,True,74030,27,1,https://www.youtube.com/watch?v=HJinlMWhNMg,36000,1010,PF257522,해리 포터와 죽음의 성물 Part 1 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2025-10-24,2025-10-26,,,
XSD1ENeGdng,해리 포터와 죽음의 성물™ Part II 인 콘서트 | 세종문화회관,"해리 포터와 죽음의 성물™ Part II 인 콘서트

풀 스크린으로 펼쳐지는 영화와 함께 라이브 심포니 오케스트라의 환상적인 연주,
해리 포터와 죽음의 성물™ Part II 인 콘서트가 5월 15일(금)-5월 17일(일) 세종문화회관 대극장에서 펼쳐집니다.
환상적인 영화음악 콘서트의 마법을 경험하세요.✨ @cineconcerts

With the full movie projected on the big screen,
a live symphony orchestra brings the magic to life!

Harry Potter and the Deathly Hallows™ Part II in Concert 
Coming to the Sejong Center Grand Theater
from Friday, May 15 to Sunday, May 17.
Experience the enchantment of this spectacular film concert event.

https://vo.la/2b6Hgwb

해리 포터와 죽음의 성물™ Part II 인 콘서트
5월 15일(금)-17일(일)
세종문화회관 대극장

#HarryPotterInConcert  #sejongcenter #세종문화회관 #세종문화회관대극장 #해리포터 #해리포터필름콘서트 #영화음악콘서트


💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2026-03-23T07:54:18Z,31,0.52,True,12770,14,2,https://www.youtube.com/watch?v=XSD1ENeGdng,36000,1010,PF257522,해리 포터와 죽음의 성물 Part 1 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2025-10-24,2025-10-26,,,
U3unFw0fYrY,"""Harry Potter and the Deathly Hallows"" in concert","Alexandre Desplat's music at the ""Hollywood in Vienna"" film music gala concert in 2011. including ""Obliviate"" and ""Dragon Flight"". ORF Radio-Symphony Orchestra Vienna and John Axelrod conducting.",UC5CqAZGAoLtY6_V1O3BQh0w,Film Music Fan,2011-10-21T23:44:07Z,216,3.6,False,2013087,22844,934,https://www.youtube.com/watch?v=U3unFw0fYrY,140000,55,PF257522,해리 포터와 죽음의 성물 Part 1 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2025-10-24,2025-10-26,,,
iFbwPzACEWw,Harry Potter Sountrack Orchestra - The Music Of Harry Potter - 3/10/2016 SOLDOUT,"3/10/2016 - The Music of Harry Potter - At The Berklee Performance Center

Facebook - www.facebook.com/berkleehpso
Twitter - www.twitter.com/berkleehpso
Instagram - www.instagram.com/berkleehpso


Conductor: Gabriela Gomez-Estevez

Violin 1: Gabriel Majou, Paul Cronin, Peder Barrat, David Morales, and Hanni Chen

Violin 2: Antoine Beux, Bengisu Gokce, Cansu Ozyyurek, and Gary Kerkezou

Viola: Gerson Eguiguren, Hui Qi, and Sandra Choepel

Cello: Sara Cook, Peter Xiong, Matias Ambrogi, and Keizo Yoshioka

Bass: Denisse Ojeda, Irais Brito, and James Heazlewood

Harp: Kelly Abrams

Piano: Mona Seyed-Boloforosh

Flute: Andrew Bustamante and Julie Almer

Oboe: Zara Shlimowitz and Jenine Irabagon

Clarinet: Jessica Leech and David Ling

Bass Clarinet: Christopher Allison

Bassoon: Nathaniel Edison and Hillary Erb

Horn: Braden Williams and Jonathan Foo

Trumpet: Yuta Yamaguchi, Orlando Latorre, and Joey Epstein

Trombone: Brandon Lin and Thomas Gaumer

Tuba: Femi D. Daniel

Timpani: Davis Cole

Percussion: Cole Andrade, Phoebe Chou, and Joanna Chen

Recorded live at the Berklee Performance Center

Executive Producer: Rob Rose
House Sound: Ed Liberatore

Video Producer: Reggie Lofton
Associate Video Producer: Jin Choi and Ken Shifman
Video Director: Eli Chess
Video Engineer: Lyusi Simon
Camera: Emile Chevrin, Jake Lefkowitz, and Matheus Taveiros Costa
Editor: Julian Velasco

The Harry Potter Soundtrack Orchestra (HPSO) and its activities are not licensed by, sponsored by or associated with Warner Bros., J.K. Rowling, or their affiliates. ""Harry Potter"", and all related names, characters and indicia are trademarks of and © Warner Bros. - Harry Potter publishing rights © J.K. Rowling.",UCopzcgtlgljak_UyjjdLEkA,Berklee Motion Picture Orchestra,2017-10-03T14:52:33Z,3834,63.9,False,1866940,25018,646,https://www.youtube.com/watch?v=iFbwPzACEWw,3940,56,PF257522,해리 포터와 죽음의 성물 Part 1 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2025-10-24,2025-10-26,,,
3vDfGOkL_8Q,* 해리포터와 죽음의 성물 Part2 인 콘서트 팝업 * #해리포터 #세종문화회관 #세종문화회관해리포터 #해리포터필름콘서트 #harrypotter #해리포터오케스트라 #해리포터팝업,,UC7_QsYioZkh9BbmFV7hveGA,호박죽,2026-05-12T03:50:05Z,45,0.75,True,529,6,0,https://www.youtube.com/watch?v=3vDfGOkL_8Q,424,86,PF257522,해리 포터와 죽음의 성물 Part 1 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2025-10-24,2025-10-26,,,
nTFpa7nt7GQ,마법사들 주목! 지팡이를 챙기세요! 〈해리 포터와 죽음의 성물™ Part I 인 콘서트〉  | 세종문화회관,"마법사들 주목! 지팡이를 챙기세요! 오는 10월, 세종문화회관에서 〈해리 포터와 죽음의 성물™ Part 1 인 콘서트〉가 펼쳐집니다. 다양한 부대 행사와 웅장한 심포니오케스트라의 마법, 절대 놓치지 마세요.💎

Grab your wands because tickets go on sale next week! Don't miss Harry Potter and the Deathly Hallows™ Part 1 in Concert at SEJONG CENTER with @cineconcerts.

〈해리 포터와 죽음의 성물™ Part I 인 콘서트〉
2025.10.24(금)-10.26(일)
세종대극장

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2025-07-18T02:14:47Z,47,0.78,True,3176,22,0,https://www.youtube.com/watch?v=nTFpa7nt7GQ,36000,1010,PF257522,해리 포터와 죽음의 성물 Part 1 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2025-10-24,2025-10-26,,,
