video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes
iFbwPzACEWw,Harry Potter Sountrack Orchestra - The Music Of Harry Potter - 3/10/2016 SOLDOUT,"3/10/2016 - The Music of Harry Potter - At The Berklee Performance Center

Facebook - www.facebook.com/berkleehpso
Twitter - www.twitter.com/berkleehpso
Instagram - www.instagram.com/berkleehpso


Conductor: Gabriela Gomez-Estevez

Violin 1: Gabriel Majou, Paul Cronin, Peder Barrat, David Morales, and Hanni Chen

Violin 2: Antoine Beux, Bengisu Gokce, Cansu Ozyyurek, and Gary Kerkezou

Viola: Gerson Eguiguren, Hui Qi, and Sandra Choepel

Cello: Sara Cook, Peter Xiong, Matias Ambrogi, and Keizo Yoshioka

Bass: Denisse Ojeda, Irais Brito, and James Heazlewood

Harp: Kelly Abrams

Piano: Mona Seyed-Boloforosh

Flute: Andrew Bustamante and Julie Almer

Oboe: Zara Shlimowitz and Jenine Irabagon

Clarinet: Jessica Leech and David Ling

Bass Clarinet: Christopher Allison

Bassoon: Nathaniel Edison and Hillary Erb

Horn: Braden Williams and Jonathan Foo

Trumpet: Yuta Yamaguchi, Orlando Latorre, and Joey Epstein

Trombone: Brandon Lin and Thomas Gaumer

Tuba: Femi D. Daniel

Timpani: Davis Cole

Percussion: Cole Andrade, Phoebe Chou, and Joanna Chen

Recorded live at the Berklee Performance Center

Executive Producer: Rob Rose
House Sound: Ed Liberatore

Video Producer: Reggie Lofton
Associate Video Producer: Jin Choi and Ken Shifman
Video Director: Eli Chess
Video Engineer: Lyusi Simon
Camera: Emile Chevrin, Jake Lefkowitz, and Matheus Taveiros Costa
Editor: Julian Velasco

The Harry Potter Soundtrack Orchestra (HPSO) and its activities are not licensed by, sponsored by or associated with Warner Bros., J.K. Rowling, or their affiliates. ""Harry Potter"", and all related names, characters and indicia are trademarks of and © Warner Bros. - Harry Potter publishing rights © J.K. Rowling.",UCopzcgtlgljak_UyjjdLEkA,Berklee Motion Picture Orchestra,2017-10-03T14:52:33Z,3834,63.9,False,1866940,25018,646,https://www.youtube.com/watch?v=iFbwPzACEWw,3940,56,PF233718,해리 포터와 불사조 기사단™ 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2024-05-11,2024-05-12,,,
HrjxhK-T70M,해리포터 OST Hedwig's theme (Harry Potter) I SEOUL FESTA PHILHARMONIC ORCHESTRA,"Hedwig's theme🧙
해리포터 OST 


지브리 & 디즈니 OST FESTA 2025 전국투어💫

✅지휘 : 백윤학 지휘자
✅연주 : SEOUL FESTA PHILHARMONIC ORCHESTRA
✅예매 : 인터파크

AUDIO MIX & MASTER 🎧
: 김종오 (JK SOUND Ent.)
www.jksound.co.kr

🟡디즈니&픽사&블록버스터 영화음악 FESTA 2026 전국투어💫🟡
📌 10월 24일 (토) 3:00PM 성남아트센터
https://nol.yanolja.com/ticket/products/26007592
📌 11월 21일 (토) 3PM 대전예술의전당 아트홀
https://nol.yanolja.com/ticket/products/26008647

🟢지브리 & 디즈니 OST FESTA 2026 전국투어💫🟢
📌 6월 28일 (일) 2:00PM 성남아트센터 콘서트홀
https://nol.yanolja.com/ticket/places/17000762/products/26003666

📌 7월 17일 (금) 3:00PM 목포시민문화체육센터 대공연장
https://nol.yanolja.com/ticket/products/26006904

📌 7월 18일 (토) 5:00PM 아트센터인천
https://nol.yanolja.com/ticket/products/26006891

📌 8월 1일 (토) 3:00PM 당진예술의전당
https://nol.yanolja.com/ticket/products/26007162

📌 8월 2일 (일) 3:00PM 경주예술의전당
https://nol.yanolja.com/ticket/products/26006927

📌 8월 9일 (일) 1:30PM, 6PM 롯데콘서트홀
https://nol.yanolja.com/ticket/products/26006406

📌 8월 23일 (일) 2:00PM 대구수성아트피아
https://nol.yanolja.com/ticket/places/23000904/products/26004796

📌 8월 29일 (토) 2:00PM 부산콘서트홀
https://nol.yanolja.com/ticket/products/26005376",UCLFbkV6oY1_MVefD-yVfKXg,서울 페스타 필하모닉 오케스트라,2025-12-24T14:11:46Z,292,4.87,False,188149,2888,138,https://www.youtube.com/watch?v=HrjxhK-T70M,119000,104,PF233718,해리 포터와 불사조 기사단™ 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2024-05-11,2024-05-12,,,
XSD1ENeGdng,해리 포터와 죽음의 성물™ Part II 인 콘서트 | 세종문화회관,"해리 포터와 죽음의 성물™ Part II 인 콘서트

풀 스크린으로 펼쳐지는 영화와 함께 라이브 심포니 오케스트라의 환상적인 연주,
해리 포터와 죽음의 성물™ Part II 인 콘서트가 5월 15일(금)-5월 17일(일) 세종문화회관 대극장에서 펼쳐집니다.
환상적인 영화음악 콘서트의 마법을 경험하세요.✨ @cineconcerts

With the full movie projected on the big screen,
a live symphony orchestra brings the magic to life!

Harry Potter and the Deathly Hallows™ Part II in Concert 
Coming to the Sejong Center Grand Theater
from Friday, May 15 to Sunday, May 17.
Experience the enchantment of this spectacular film concert event.

https://vo.la/2b6Hgwb

해리 포터와 죽음의 성물™ Part II 인 콘서트
5월 15일(금)-17일(일)
세종문화회관 대극장

#HarryPotterInConcert  #sejongcenter #세종문화회관 #세종문화회관대극장 #해리포터 #해리포터필름콘서트 #영화음악콘서트


💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2026-03-23T07:54:18Z,31,0.52,True,12770,14,2,https://www.youtube.com/watch?v=XSD1ENeGdng,36000,1010,PF233718,해리 포터와 불사조 기사단™ 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2024-05-11,2024-05-12,,,
gQ9AfjMiPWk,[해리 포터와 불사조 기사단] 그냥 보면 놓치기 쉬운 디테일들,"해리 포터와 불사조 기사단(2007)은 볼드모트의 부활을 부정하는 마법 정부와 엄브리지 교수의 탄압에서, 해리와 친구들이 ‘덤블도어의 군대’를 결성해 진실을 밝히는 영화입니다.

원작 소설의 설정부터, 실제 영국 날씨가 반영된 장면, 영국 마법 정부의 위치, 엄브리지 지팡이가 짧은 이유, 재사용된 세트장의 비밀, 전작과 연결되는 디테일까지!
해리 포터와 불사조 기사단에 숨겨진 모든 이야기를 살펴봅니다.

※  『해리 포터』 ""20주년 개정판""의 번역을 기준으로 구성하였습니다.

0:00 인트로
0:15 영국 폭염
0:40 반복 대사
0:50 님파도라 통스
1:12 그리몰드 가
1:29 블랙 부인
2:15 청문회
2:35 덤블도어 풀네임
2:54 퍼지의 변화
3:39 초창기 기사단
3:54 밈뷸러스 밈블토니아
4:33 세스트럴
5:13 그러블리 플랭크
5:31 엄브리지 지팡이
6:08 분홍색 매니아
6:30 알렉스 왓슨 카메오
6:42 벽난로 대화
7:31 필요의 방
7:52 엑스펠리아르무스
8:57 도둑지도
9:12 피니어스 나이젤러스
9:49 머로더즈
10:18 용의 살점
10:40 그롭
11:00 불사조 능력
11:09 켄타우로스
11:42 연기
12:36 잘했어 제임스
13:01 최강자전
13:30 감독 카메오
13:38 아웃트로

#해리포터와불사조기사단 #불사조기사단 #harrypotter #해리포터시리즈 #해리포터 #영화디테일 #영화떡밥 #영화리뷰 #영화분석 #영화추천

해리 포터 시리즈
https://youtu.be/Ygty3sip_cA
https://youtu.be/WsVtHdJIQCw
https://youtu.be/iaV_X_oiqi0
https://youtu.be/Y1pbvnhE7Gc
https://youtu.be/gQ9AfjMiPWk
https://youtu.be/9B_rsLtCKGI
https://youtu.be/vqm5UEAJPwo
https://youtu.be/nbwlnLlijvM

신비한 동물 시리즈
https://youtu.be/5LLngT8wLkc
https://youtu.be/SOniugOlCWY
https://youtu.be/gtVpno6b_aE",UCnu0x4pMnp6u8xEkfCm0ouQ,김카이Kai Kim,2023-09-16T06:52:48Z,846,14.1,False,126933,712,59,https://www.youtube.com/watch?v=gQ9AfjMiPWk,68500,668,PF233718,해리 포터와 불사조 기사단™ 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2024-05-11,2024-05-12,,,
OpyGEo_-a_8,"존 윌리엄스, 해리 포터 OST｜John Williams, Harry Potter OST｜앤서니 가브리엘","#국립심포니오케스트라 #존윌리엄스 #해리포터 #harrypotter 

국립심포니오케스트라 존 윌리엄스 영화음악 콘서트
KNSO John Williams Cinema Concert (2024.3.23)

𝗣𝗥𝗢𝗚𝗥𝗔𝗠
존 윌리엄스, 해리 포터 OST John Williams, Harry Potter OST

해리 포터와 마법사의 돌 Harry Potter and the Philosopher's Stone
I. 헤드위그의 테마 Hedwig's Theme
II. 해리의 경이로운 세상 Harry's Wondrous World

해리 포터와 비밀의 방 Harry Potter and the Chamber of Secrets
I. 불사조 폭스 Fawkes the Phoenix

해리포터와 아즈카반의 죄수 Harry Potter and the Prisoner of Azkaban 
I. 마지 고모의 왈츠 Aunt Marge's Waltz


00:00 시작 
00:29 마법사의 돌 The Philosopher's Stone - 헤드위그의 테마 Hedwig's Theme
06:05 마법사의 돌 The Philosopher's Stone - 해리의 경이로운 세상 Harry's Wondrous World
11:20 비밀의 방 The Chamber of Secrets - 불사조 폭스 Fawkes the Phoenix
15:45 아즈카반의 죄수 the Prisoner of Azkaban - 마지 고모의 왈츠 Aunt Marge's Waltz


𝗔𝗥𝗧𝗜𝗦𝗧 
지휘 Conductor | 앤서니 가브리엘 Anthony Gabriele
연주 Orchestra | 국립심포니오케스트라 Korean National Symphony Orchestra

𝗜𝗡𝗙𝗢
공연명: 존 윌리엄스 영화음악 콘서트
일자: 2024. 3. 23. (토) 오후 5시
장소: 예술의전당 콘서트홀


👉 국립심포니오케스트라 바로가기 
- 홈페이지 https://bit.ly/3jOih2l 
- 인스타그램 https://url.kr/c5xtdn
- 페이스북 https://url.kr/4omrk1
- 카카오톡 친구 https://url.kr/n1wytg",UCoMo9mcWR5f_pPjdbacLaIw,국립심포니오케스트라,2024-11-18T08:15:27Z,1113,18.55,False,605314,14982,223,https://www.youtube.com/watch?v=OpyGEo_-a_8,49700,832,PF233718,해리 포터와 불사조 기사단™ 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2024-05-11,2024-05-12,,,
-CfJz6osUaQ,⚡ 해리 포터와 죽음의 성물™ Part I 인 콘서트 | 세종문화회관,"⚡ 해리 포터와 죽음의 성물™ Part I 인 콘서트

해리, 론, 그리고 헤르미온느는
볼드모트를 무너뜨릴 단 하나의 방법, 호크룩스™를 찾아내 파괴하기 위해 길을 떠납니다.
쫓기는 신세가 된 세 친구는 그 어느 때보다 서로 의지하며 앞으로 나아가야 하지만
어둠의 세력은 그들의 우정을 위협합니다.

오케스트라의 연주, 초대형 스크린과 함께 펼쳐지는
마지막 모험을 놓치지 마세요!

〈해리 포터와 죽음의 성물™ Part I 인 콘서트〉
 10.24(금)-10.26(일)
 세종문화회관 대극장


Harry, Ron and Hermione set out to track down and destroy the secret to Voldemort’s power – the Horcruxes™.
On their own and on the run, the three must rely on one another more than ever… but dark forces threaten to tear them apart.

Don’t miss the ultimate adventure—orchestra, giant screen, unforgettable finale!

〈Harry Potter and the Deathly Hallows™ Part I in Concert〉
October 24 (Fri) – October 26 (Sun)
Sejong Grand Theater


#세종문화회관 #해리포터 #해리포터필름콘서트 #필름콘서트 #Sejongcenter #HarryPotter #HarryPotterInConcert #FilmConcert
@CineConcertsLLC

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2025-08-28T08:40:10Z,68,1.13,False,106894,286,1,https://www.youtube.com/watch?v=-CfJz6osUaQ,36000,1010,PF233718,해리 포터와 불사조 기사단™ 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2024-05-11,2024-05-12,,,
WGRqlxZoXTI,#HarryPotter in concert #세종문화회관 #해리포터 #콘서트  해리포터 영화 클래식 공연,,UC58qDqgG0PmivzX1oFqDmGQ,Citopes 잡다한 이야기,2024-05-11T10:04:15Z,30,0.5,True,7286,43,1,https://www.youtube.com/watch?v=WGRqlxZoXTI,407,304,PF233718,해리 포터와 불사조 기사단™ 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2024-05-11,2024-05-12,,,
YNwwKk1ca6c,『해리포터와 혼혈왕자 필름콘서트』스위트석 관람 후기,"*본 영상의 제작은 『세종문화회관』의 엄청나게 많은 지원을 받았습니다. 

943킹스크로스카페도 가봄. 그리고 이틀을 뻗었다고 한다.
아무튼 세종문화회관엔 해리포터 찐 팬이 있는게 분명해.

채널에 가입하여 혜택을 누려보세요.
https://www.youtube.com/channel/UCQ22vTkq-ZraqEMsWiYybug/join

인스타그램: @sangsang__1026
문의 메일: ear_shark@naver.com

[사용된 음악]
Intro : Peachy - half.cool
Outro : Otis McDonald - Scarlet Fire

타임스탬프

00:00 인트로
00:54 943 킹스크로스 방문
04:54 세종문화회관 도착



Ghostrifter의 Still Awake 공식 https://soundcloud.com/ghostrifter-official
크리에이티브 커먼즈 — 저작자표시-변경금지 3.0 Unported
무료 다운로드/스트리밍: https://www.audiolibrary.com.co/ghostrifter-official/still-awake
오디오 라이브러리에서 홍보하는 음악 https://youtu.be/6s1z_r_kVjU

#필름콘서트 #해리포터 #세종문화회관",UCQ22vTkq-ZraqEMsWiYybug,귀상어,2025-05-24T16:25:30Z,873,14.55,False,7287,157,16,https://www.youtube.com/watch?v=YNwwKk1ca6c,102000,184,PF233718,해리 포터와 불사조 기사단™ 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2024-05-11,2024-05-12,,,
Vcnej7subno,해리 포터와 불사조 기사단 인 콘서트 포토존,"해리 포터와 불사조 기사단 인 콘서트 포토존

5월 11일과 12일 세종문화관대강당에서 해리 포터와 불사조 기사단 인 콘서트가 열리는데 로비에 이렇게 포토존이 꾸며져 있었습니다.^^
사진 잘 나왔습니다.

#해리포터와불사조기사단 #해리포터와불사조기사단인콘서트 
#해리포터콘서트 #해리포터포토존 
#포토존 #harrypotter #콘서트
#클래식공연 #세종문화회관 #예술의전당 #판타지영화 #판타지
#마법 #광화문 #HarryPotterAndTheOrderOfThePhoenix",UCgMixiPSMWvAvip47k0ebVg,괴수의왕 Movie Monster,2024-05-07T01:14:20Z,15,0.25,True,16,1,0,https://www.youtube.com/watch?v=Vcnej7subno,14200,25216,PF233718,해리 포터와 불사조 기사단™ 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2024-05-11,2024-05-12,,,
VFZFbemtQGc,해리 포터와 불사조 기사단 인 콘서트 포토존,"해리 포터와 불사조 기사단 인 콘서트 포토존

5월 11일과 12일 세종문화관대강당에서 해리 포터와 불사조 기사단 인 콘서트가 열리는데 로비에 이렇게 포토존이 꾸며져 있었습니다.^^
사진 잘 나왔습니다.

#해리포터와불사조기사단 #해리포터와불사조기사단인콘서트 
#해리포터콘서트 #해리포터포토존 
#포토존 #harrypotter #콘서트
#클래식공연 #세종문화회관 #예술의전당 #판타지영화 #판타지
#마법 #광화문 #HarryPotterAndTheOrderOfThePhoenix",UCgMixiPSMWvAvip47k0ebVg,괴수의왕 Movie Monster,2024-05-07T00:27:12Z,26,0.43,True,19,3,0,https://www.youtube.com/watch?v=VFZFbemtQGc,14200,25216,PF233718,해리 포터와 불사조 기사단™ 인 콘서트,서양음악(클래식),세종문화회관 세종대극장,2024-05-11,2024-05-12,,,
